Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,tconst,has_omdb_data,Season,Episode,seriesID,totalSeasons
The Life Aquatic with Steve Zissou,2004,R,25 Dec 2004,119 min,"Action, Adventure, Comedy",Wes Anderson,"Wes Anderson, Noah Baumbach","Bill Murray, Owen Wilson, Anjelica Huston","With a plan to exact revenge on a legendary shark that killed his partner, oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.","English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",United States,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.2,"220,305",tt0362270,movie,N/A,"$24,020,403",N/A,N/A,True,tt0362270,True,,,,
The L Word,2009,N/A,05 Jan 2009,30 min,Reality-TV,Gary Shaffer,Sean Travis,"Whitney Port, Jay Lyon, Erin Lucas, Adam Senn",Whitney gets mixed signals from Jay and decides to ask him directly where she stands.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTQyNzg3NzE0OV5BMl5BanBnXkFtZTcwODg4NzA1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,6,tt1350956,episode,,,,,True,tt1350956,True,N/A,N/A,N/A,
Don't Trust the B---- in Apartment 23,2012–2013,TV-14,11 Apr 2012,N/A,Comedy,N/A,Nahnatchka Khan,"Krysten Ritter, Dreama Walker, Michael Blaiklock",A naive young woman finds herself with a wild roommate when she moves to New York.,English,United States,2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNDkwMTY4MDIwM15BMl5BanBnXkFtZTcwODc4MDk2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"41,832",tt1819509,series,,,,,True,tt1819509,True,,,,2
Friends with Benefits,2011,TV-14,05 Aug 2011,21 min,Comedy,N/A,"Scott Neustadter, Michael H. Weber","Ryan Hansen, Danneel Ackles, Zach Cregger","Five friends are all looking for the loves of their lives, but settle for less in the meantime.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmNlOGNmOWUtY2MxMi00M2NhLTk1ZTQtMzE4NTQ3NDE3YTJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"3,552",tt1604113,series,,,,,True,tt1604113,True,,,,1
5 to 7,2014,R,12 Feb 2015,95 min,"Comedy, Drama, Romance",Victor Levin,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby","An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married and the couple can only meet between the hours of 5 and 7 each evening.","English, French",United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTQ4Mzg3ODQ4M15BMl5BanBnXkFtZTgwMjA3NjE1NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.1,"21,959",tt2486678,movie,N/A,"$162,685",N/A,N/A,True,tt2486678,True,,,,
Lovesick,2016,N/A,27 Jan 2017,93 min,"Drama, Romance",Tyson Caron,Tyson Caron,"Jay Baruchel, Adam Brooks, Sarah Constible","Dash is 33, broke, depressed and still in love with his ex, Lauren, who suddenly gets engaged. It all seems hopeless until he meets Nora - a spontaneous and unforgettable woman. But timing is everything, and Nora's not going to wa...",English,Canada,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZTAyZTQ1YmUtYmMzZi00MjFiLWJkOTQtYmI4ZjE5ZDNhMDg1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUwNjAwMA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,4.7,298,tt4996022,movie,N/A,N/A,N/A,N/A,True,tt4996022,True,,,,
Flaked,2016–2017,TV-MA,11 Mar 2016,30 min,"Comedy, Drama, Romance",N/A,"Will Arnett, Mark Chappell","Will Arnett, David Sullivan, Ruth Kearney","A recovering alcoholic faces reality after a life changing accident in Venice Beach, California.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODQ0MTM2MjU4N15BMl5BanBnXkFtZTgwNzkxMzE0MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"12,940",tt4973548,series,,,,,True,tt4973548,True,,,,2
Master of None,2015–2021,TV-MA,06 Nov 2015,1 min,"Comedy, Drama",N/A,"Aziz Ansari, Alan Yang","Aziz Ansari, Eric Wareheim, Lena Waithe","The personal and professional life of Dev, a 30-year-old actor in New York.",English,United States,Won 3 Primetime Emmys. 21 wins & 76 nominations total,https://m.media-amazon.com/images/M/MV5BMjI1MDgyMTMwMF5BMl5BanBnXkFtZTgwMDU5MzAxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"78,581",tt4635276,series,,,,,True,tt4635276,True,,,,3
Chelsea,2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt10017814,episode,,,,,True,tt10017814,True,N/A,N/A,N/A,
Abstract: The Art of Design,2017–2019,TV-14,21 Jan 2017,45 min,Documentary,N/A,N/A,"Tinker Hatfield, Platon, Cas Holman","A look beyond blueprints and computers into the art and science of design, showcasing great designers from every discipline whose work shapes our world.",English,United States,Nominated for 1 Primetime Emmy. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyMDU4NzE0Nl5BMl5BanBnXkFtZTgwMzg0MDQyMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,"6,130",tt6333098,series,,,,,True,tt6333098,True,,,,2
Cooper Barrett's Guide to Surviving Life,2016,TV-14,03 Jan 2016,1 min,Comedy,N/A,Jay Lacopo,"Jack Cutmore-Scott, Meaghan Rath, James Earl","Cooper Barrett, along with his friends/roommates Barry and Neal, is figuring out his life beyond hedonistic behavior. Cooper is seriously attracted to neighbor Kelly while ignoring advice from his brother Josh and his wife Leslie.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWYxYmNlY2ItZDQ3NC00YjIzLTkzM2UtNmUwOGE1NmU0OGU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,651",tt4452688,series,,,,,True,tt4452688,True,,,,1
Life in Pieces,2015–2019,TV-14,21 Sep 2015,22 min,Comedy,N/A,Justin Adler,"Colin Hanks, Betsy Brandt, Thomas Sadoski",A family comedy told through the separate stories of different family members.,English,United States,4 nominations total,https://m.media-amazon.com/images/M/MV5BNmNkM2YwNGEtYjBiMC00MmY4LTk2Y2EtMTFiZmYwNzNkZTM3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"18,190",tt4384086,series,,,,,True,tt4384086,True,,,,4
Easy,2016–2019,TV-MA,22 Sep 2016,1 min,Comedy,N/A,Joe Swanberg,"Michael Chernus, Jane Adams, Elizabeth Reaser","Intertwined groups of friends in Chicago fumble through the modern maze of love, sex, technology and culture.",English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjA3MTAyNzUyNF5BMl5BanBnXkFtZTgwNDk4NzgwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"15,835",tt5562056,series,,,,,True,tt5562056,True,,,,3
No Tomorrow,2016–2017,TV-PG,04 Oct 2016,43 min,"Comedy, Drama, Romance",N/A,"Corinne Brinkerhoff, Scott McCabe, Tory Stanton","Joshua Sasse, Tori Anderson, Jonathan Langdon","Evie, a risk-averse quality-control assessor falls for free-spirited thrill seeker Xavier only to find out he lives his life that way because he believes the apocalypse is coming.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2ODUwNjgyMF5BMl5BanBnXkFtZTgwNTE0NDg4OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"5,475",tt5595688,series,,,,,True,tt5595688,True,,,,1
Hot Girls Wanted: Turned On,2017,TV-MA,21 Apr 2017,1 min,Documentary,N/A,N/A,"James Rhine, Lauren Phillips, Gia Paige","Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjM5NDI3ODMxM15BMl5BanBnXkFtZTgwNTIwOTcwMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"2,487",tt6333104,series,,,,,True,tt6333104,True,,,,1
Win It All,2017,TV-MA,07 Apr 2017,88 min,Comedy,Joe Swanberg,"Jake Johnson, Joe Swanberg","Jake Johnson, Rony Shemon, Morgan Ng","A small-time gambler agrees to stash a bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he can't resist the urge to dip into the funds.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZGQ2ODI3ODYtNjIwZS00MDA0LWFjYTUtNDUzODFjMTIyZWY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.2,"10,385",tt3155328,movie,N/A,N/A,N/A,N/A,True,tt3155328,True,,,,
Amy Schumer: The Leather Special,2017,TV-MA,06 Mar 2017,57 min,Comedy,Amy Schumer,Amy Schumer,"Amy Schumer, Kim Caramele","Three minutes into her set, Amy Schumer claims that all good comedians have a ""leather special,"" where they wear all leather and regret it later in their careers--this is hers. Amy muses on love, life, dating, and womanhood in her...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMDgwYmJkY2QtNDdkMC00MzI2LWI3N2ItNWNmNDNjNDVmZmFlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,3.2,"10,669",tt6616074,movie,N/A,N/A,N/A,N/A,True,tt6616074,True,,,,
Louis C.K. 2017,2017,TV-MA,04 Apr 2017,74 min,Comedy,Louis C.K.,Louis C.K.,"Louis C.K., Joe List","Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers, and more in a live performance from Washington D.C.",English,United States,Nominated for 2 Primetime Emmys. 2 nominations total,https://m.media-amazon.com/images/M/MV5BNDFkNzFmYmItZTNmNC00ZDlmLTk1MTMtNmIxZDE2YWU5NThlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.6,"11,194",tt6736782,movie,N/A,N/A,N/A,N/A,True,tt6736782,True,,,,
Dave Chappelle,2017,N/A,N/A,1 min,"Documentary, Comedy",N/A,N/A,Dave Chappelle,"Comedian Dave Chappelle makes his triumphant return to the screen with a pair of blistering, never-before-aired specials from his personal vault.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2E2NGUxZTctMDI2MS00NTYyLTlkYzEtNmJkOTZkNmFjYzJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"3,148",tt6963504,series,,,,,True,tt6963504,True,,,,1
Almost Adults,2016,TV-14,07 Feb 2017,90 min,"Comedy, Drama",Sarah Rotella,Adrianna DiLonardo,"Natasha Negovanlis, Elise Bauman, Justin Gerhard",A film about growing apart when growing up. Two best friends relationship strains when one deals with her newfound sexuality and the other with breaking up with her long term boyfriend.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYWM3NGQ2Y2EtYmU2Ni00YjIxLWFhZjMtMDBkZjcwNTAxY2JlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,5.6,"3,172",tt4686862,movie,07 Mar 2017,N/A,N/A,N/A,True,tt4686862,True,,,,
The Brothers,2001,R,23 Mar 2001,106 min,"Comedy, Drama, Romance",Gary Hardwick,Gary Hardwick,"Morris Chestnut, Shemar Moore, D.L. Hughley",Four friends begin to question women and relationships when one of them announces impending nuptials.,"English, French",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjA3OTM2NDM3NV5BMl5BanBnXkFtZTYwNjA3NjU3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"5,147",tt0250274,movie,N/A,"$27,457,409",N/A,N/A,True,tt0250274,True,,,,
Skins,2013,TV-14,22 Sep 2013,12 min,"Animation, Comedy","Matt Maiellaro, Dave Willis","Matt Maiellaro, Dave Willis","Thomas DeCoud, Mary Kraft, Rob Kutner",Master Shake joins a hippie drum circle.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg2OTcwNzcyM15BMl5BanBnXkFtZTgwMTU4OTM0MjE@._V1_SX300.jpg,[],N/A,N/A,89,tt3227038,episode,,,,,True,tt3227038,True,10,6,tt0297494,
BoJack Horseman,2016,N/A,26 Sep 2016,N/A,"Animation, Comedy, Horror",N/A,N/A,Steve Simpson,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTMwZmIxNjQtNzViMy00ZDg3LWIxNzMtMWI3YWYxYzNkYThjXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13808490,episode,,,,,True,tt13808490,True,N/A,N/A,N/A,
Unbreakable Kimmy Schmidt,2016,N/A,24 Jan 2016,N/A,Talk-Show,Jonn Blanchard,"Jonn Blanchard, Stuart Lawson","Jonn Blanchard, Stuart Lawson",With the upcoming second series we take a look at the Netflix exclusive Unbreakable Kimmy Schmidt.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTk5ODA0MDE2NF5BMl5BanBnXkFtZTgwNzE3NTEzNzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5370396,episode,,,,,True,tt5370396,True,2,5,tt5186584,
Bordertown,2016,TV-14,03 Jan 2016,21 min,"Animation, Comedy",N/A,Mark Hentemann,"Hank Azaria, Nicholas Gonzalez, Judah Friedlander",How two families living in a Southwest desert town on the United States-Mexico border inevitably cross and are bound by friendship and conflict.,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMGYyZjY4MTYtZjdlMi00NGQzLTk3MDMtOGNkNTEzNDNhOGNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"3,406",tt3323254,series,,,,,True,tt3323254,True,,,,1
The Carmichael Show,2016,TV-PG,11 May 2016,60 min,Talk-Show,Debbie Miller,N/A,"Wendy Williams, Loretta Devine, Shaun T.","Loretta Devine discusses The Carmichael Show (2015). Shaun T. demonstrates a celebrity workout; and ""Wendy's May-cation Sweepstakes"" continues.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTkyZGVhYzctNDFmMS00YjIyLWFjZDktYzY3Y2E3MzU0NTZiXkEyXkFqcGdeQXVyMTg1MjA1Mjk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5659122,episode,,,,,True,tt5659122,True,8,149,tt1261356,
November Rule,2015,N/A,14 Feb 2015,94 min,"Comedy, Romance",Mike Elliott,"Candice Childress, Juwan Lee, Cecelia Ross","Mo McRae, Tatyana Ali, DJ Qualls","Up-and-coming sports shoe entrepreneur Steve, who is still reeling from the death of his dad, has made a ""November rule"" in order to keep his distance from the women who seem to be getting too serious about their relationship. Eve...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzYyZjM5OWEtYTdlYy00MTdjLWFkODgtYTM5MjZlYWE1YTM0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,907,tt3273434,movie,N/A,N/A,N/A,N/A,True,tt3273434,True,,,,
Haters Back Off,2016,N/A,19 Oct 2016,N/A,Comedy,Nathaniel Avila,Nathaniel Avila (creator),"Nathaniel Avila, Lindsey Craft",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjgzNWUxYmQtMzI4OS00ZjBlLWEyZjMtMGNmOWQ4NmViZmFkXkEyXkFqcGdeQXVyNDE3MTIxOTk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6322176,episode,,,,,True,tt6322176,True,2,4,tt5086032,
Crazyhead,2016,TV-MA,16 Dec 2016,60 min,"Comedy, Horror, Sci-Fi",N/A,Howard Overman,"Cara Theobold, Susan Wokoma, Lewis Reeves",Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking ass on some seriously gnarly demons. What could possibly go wrong?,English,United Kingdom,3 wins total,https://m.media-amazon.com/images/M/MV5BYTgyZWRiMWQtMmY2ZC00MmJmLWFkMjAtZDdlNjgyODMzZGRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"5,600",tt6038584,series,,,,,True,tt6038584,True,,,,1
Queen of Katwe,2016,PG,30 Sep 2016,124 min,"Biography, Drama, Sport",Mira Nair,"William Wheeler, Tim Crothers","Madina Nalwanga, David Oyelowo, Lupita Nyong'o","Living in the slum of Katwe in Kampala, Uganda, is a constant struggle for 10-year-old Phiona and her family. Her world changes one day when she meets Robert Katende, a missionary who teaches children how to play chess.",English,United States,4 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BNzQ0MDg2NTY4N15BMl5BanBnXkFtZTgwOTk2NzU3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.4,"19,781",tt4341582,movie,N/A,"$8,874,389",N/A,N/A,True,tt4341582,True,,,,
Little Boxes,2016,Not Rated,14 Apr 2017,84 min,"Comedy, Drama",Rob Meyer,Annie J. Howell,"Melanie Lynskey, Nelsan Ellis, Armani Jackson","An interracial family struggles to adjust when they move from New York City to a small, predominately white town in Washington State.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BZWJhOTgzNTktY2RlYS00OGFiLWE5NzItNTYyNjA2YWRkMTBhXkEyXkFqcGdeQXVyNzQ0NDk2NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.9,"2,217",tt5030402,movie,N/A,"$2,230,700",N/A,N/A,True,tt5030402,True,,,,
Deidra & Laney Rob a Train,2017,TV-14,17 Mar 2017,92 min,"Comedy, Crime, Drama",Sydney Freeland,Shelby Farrell,"Ashleigh Murray, Rachel Crow, Lance Gray","After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjAxNzA0NTQxMl5BMl5BanBnXkFtZTgwMDk2NjQ3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.0,"2,115",tt4144332,movie,N/A,N/A,N/A,N/A,True,tt4144332,True,,,,
Hurricane Bianca,2016,TV-MA,19 Sep 2016,84 min,"Comedy, Drama",Matt Kugelman,Matt Kugelman,"Roy Haylock, Lola Botha, Grayson Thorne Kilpatrick","A New York teacher, who moves to small town Texas where he's fired for being gay, returns disguised as a mean lady to get revenge on the nasty town.","English, Spanish",United States,1 win,https://m.media-amazon.com/images/M/MV5BNjMwOGI0OGUtNjVmMy00ODg4LWE2M2YtZjU3OWUwYzI4Nzc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,5.8,"6,765",tt4007248,movie,N/A,N/A,N/A,N/A,True,tt4007248,True,,,,
Honeytrap,2014,N/A,23 Sep 2016,93 min,"Crime, Drama, Romance",Rebecca Johnson,Rebecca Johnson,"Jessica Sula, Lucien Laviscount, Ntonga Mwanza","In Brixton, London, 15-year-old Layla gets sucked into gang activity.",English,United Kingdom,3 nominations,https://m.media-amazon.com/images/M/MV5BNjEyOTgwNjE3MF5BMl5BanBnXkFtZTgwNzM3NTMwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,5.9,831,tt3159818,movie,N/A,N/A,N/A,N/A,True,tt3159818,True,,,,
Greenleaf,2016–2020,TV-14,21 Jun 2016,1 min,Drama,N/A,Craig Wright,"Merle Dandridge, Kim Hawthorne, Desiree Ross","The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, dark secrets, and lies.",English,United States,5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMTYxNzY0NDE1Ml5BMl5BanBnXkFtZTgwNzc0ODcwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"6,383",tt4971144,series,,,,,True,tt4971144,True,,,,5
Lazy Eye,2016,TV-MA,11 Nov 2016,87 min,"Comedy, Drama, Romance",Tim Kirkman,Tim Kirkman,"Drew Barr, Lucas Near-Verbrugghe, Michaela Watkins","Passions re-ignite and secrets revealed when a graphic designer reconnects with the great, lost love of his life for a weekend tryst at a house in the desert near Joshua Tree.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BYWJmNzE4ZjAtMjVkNC00MTdjLWI0ZDItYTVmMmI0NzQ3ZDNkXkEyXkFqcGdeQXVyNTIxNTM5NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.4,"1,951",tt4027504,movie,N/A,N/A,N/A,N/A,True,tt4027504,True,,,,
Like Cotton Twines,2016,Not Rated,01 Jun 2016,96 min,Drama,Leila Djansi,Leila Djansi,"Irene Adotey, Adjetey Anang, Brian Angels","An American volunteer teaching in a school in Africa must save one of his students, a 14 year old girl from religious slavery.",English,"United States, Georgia, Ghana",6 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTI3NzcxMjQtMTgyYy00MzIwLThmY2EtZjE0ZDE1MTA3NDQyL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,75,tt5580516,movie,N/A,N/A,N/A,N/A,True,tt5580516,True,,,,
The Wedding Party,2016,PG-13,13 Jun 2017,112 min,"Comedy, Romance",Thane Economou,Thane Economou,"Michael Adler, Deniz Akdeniz, Molly Burnett",A groomsman must navigate a slew of disasters to maintain order at his best friend's wedding reception.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BOGYxZTBjOTMtOGNjNi00YTY1LWI5ZTEtZDVjYjRmZWQwNDRmXkEyXkFqcGdeQXVyNTkxNjI4NjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,224,tt5260026,movie,N/A,N/A,N/A,N/A,True,tt5260026,True,,,,
Boy Bye,2016,N/A,N/A,83 min,"Drama, Romance",Chris Stokes,"Marques Houston, Chris Stokes","Wendy Raquel Robinson, Ross Fleming, Tammy Townsend","Veronica Love seems to have it all...she's smart, sassy and sexy and has a career as one of the most successful real estate entrepreneurs in California. Affectionately known as Love by her girlfriends Beverly and Charity, Love als...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTdjYmI1ZDMtNDY1Mi00YTcxLWFkZGQtODY3ZjllMmNhZDAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,435,tt6283780,movie,N/A,N/A,N/A,N/A,True,tt6283780,True,,,,
Nancy Drew,2007,PG,15 Jun 2007,99 min,"Comedy, Crime, Family",Andrew Fleming,"Andrew Fleming, Tiffany Paulsen, Mildred Wirt Benson","Emma Roberts, Tate Donovan, Max Thieriot","Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.",English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BNWRiMWViNjQtNDY1Yy00ZDIzLWFjMTMtMzE4MmE4ZGE2NWQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.9,"22,391",tt0479500,movie,N/A,"$25,661,055",N/A,N/A,True,tt0479500,True,,,,
Parenthood,2014,TV-PG,27 Nov 2014,59 min,Documentary,N/A,N/A,"David Attenborough, Ed Anderson, Rolf Steinmann",Offspring are the next best thing to immortality. Parents take great risks to raise them.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTgwNDIxMzYyN15BMl5BanBnXkFtZTgwMTM2NjUwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,105,tt4240786,episode,,,,,True,tt4240786,True,1,6,tt4150884,
Life Unexpected,2010–2011,TV-PG,18 Jan 2010,1 min,Drama,N/A,Liz Tigelaar,"Shiri Appleby, Kristoffer Polaha, Britt Robertson",The life of 15-year-old Lux who was abandoned in foster care takes an unexpected turn when she applies for emancipation and the judge makes her stay with her biological parents.,English,"United States, Canada",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYzg3MjIxODctODAzZC00YjVmLWExNzItODFmYTllOGEzM2MxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"15,889",tt1442109,series,,,,,True,tt1442109,True,,,,2
The Carrie Diaries,2013–2014,TV-14,14 Jan 2013,42 min,"Comedy, Drama, Romance",N/A,Amy Harris,"AnnaSophia Robb, Austin Butler, Ellen Wong","Carrie Bradshaw is in her junior year of high school in the early 1980s. She asks her first questions about love, sex, friendship and family while navigating the worlds of high school and Manhattan.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTYwNjEwMDcyM15BMl5BanBnXkFtZTgwMzIyMDA1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"29,251",tt2056366,series,,,,,True,tt2056366,True,,,,2
